langsung_kena tak_tidak_kagak bisa_sanggup_dapat masuk_kena_turun_sampai y baca pih bahsa indo dn asing_lain_aneh_luar_jauh gitu,langsung_kena tak_tidak_kagak bisa_sanggup_dapat masuk_kena_turun_sampai lahir_tampil_hidup_sedia_ada_jadi_muncul baca bahsa dn asing_lain_aneh_luar_jauh,kena tidak bisa masuk y ada baca pih bahsa indo dn asing gitu,TRUE,kena tidak bisa masuk y ada baca pih bahsa indo dn asing gitu,-1,13
adu_tabrak tak_tidak_kagak buka_aktif unduh operasi_aplikasi suatu anggota_anak_keluarga_warga_orang negeri_kampung_wilayah_daerah_dunia_negara_zona indonesia,adu_tabrak tak_tidak_kagak buka_aktif unduh operasi_aplikasi suatu anggota_anak_keluarga_warga_orang negeri_kampung_wilayah_daerah_dunia_negara_zona indonesia,tabrak tidak buka unduh aplikasi karena suatu bagi warga negara indonesia,TRUE,tabrak tidak buka unduh aplikasi karena suatu bagi warga negara indonesia,-1,14
bikin hp error semenjak_sejak_dari download operasi_aplikasi bug nya tuju operasi_aplikasi manfaat_guna_untung_fungsi_arti tp kelola rusak_buruk_kasar_busuk_negatif_jelek_cacat ganggu_kacau nikmat_segar_aman_sehat_enak_fit_nyaman publik_masyarakat_bangsa_rakyat,bikin selesai_beres_jadi semenjak_sejak_dari operasi_aplikasi nya tuju operasi_aplikasi manfaat_guna_untung_fungsi_arti kelola rusak_buruk_kasar_busuk_negatif_jelek_cacat ganggu_kacau nikmat_segar_aman_sehat_enak_fit_nyaman publik_masyarakat_bangsa_rakyat,bikin hp jadi error semenjak download aplikasi bug nya tuju aplikasi manfaat tp kelola buruk ganggu nyaman masyarakat,TRUE,bikin hp jadi error semenjak download aplikasi bug nya tuju aplikasi manfaat tp kelola buruk ganggu nyaman masyarakat,-1,15
tak_tidak_kagak bisa_sanggup_dapat login gajelas,tak_tidak_kagak bisa_sanggup_dapat gajelas,tidak bisa login gajelas,TRUE,tidak bisa login gajelas,-1,16
tak_tidak_kagak pindai barcode batas_padan radius masuk_kena_turun_sampai rasio_akal_ikhtiar berangkat_pergi_hilang supermarket menit gedung_rumah tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,tak_tidak_kagak pindai batas_padan radius masuk_kena_turun_sampai rasio_akal_ikhtiar berangkat_pergi_hilang supermarket menit gedung_rumah tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,tidak telah pindai barcode batas radius yang masuk akal pergi supermarket menit rumah saya tolong baik,TRUE,tidak telah pindai barcode batas radius yang masuk akal pergi supermarket menit rumah saya tolong baik,-1,17
tolong_bantu call centre kunjung_cepat_lekas_segera responsif_tanggap_peka_paham,tolong_bantu centre kunjung_cepat_lekas_segera responsif_tanggap_peka_paham,tolong call centre cepat tanggap,TRUE,tolong call centre cepat tanggap,-1,18
berat_repot_sulit_payah_susah chek data_statistik_informasi_fakta_bukti,berat_repot_sulit_payah_susah data_statistik_informasi_fakta_bukti,susah chek data,TRUE,susah chek data,-1,19
surat_sertifikat tak_tidak_kagak lahir_terbit_keluar_hidup_timbul_muncul hubung call centre kesal_putus_kecewa,surat_sertifikat tak_tidak_kagak lahir_terbit_keluar_hidup_timbul_muncul hubung centre kesal_putus_kecewa,sertifikat tidak muncul sudah hubung call centre kecewa,TRUE,sertifikat tidak muncul sudah hubung call centre kecewa,-1,20
pindai masuk_kena_turun_sampai meleset_cacat_salah_lupa tak_tidak_kagak pindai waktu_saat_ketika_kali,pindai masuk_kena_turun_sampai meleset_cacat_salah_lupa tak_tidak_kagak pindai waktu_saat_ketika_kali,pindai masuk salah tidak pindai jadi kali,TRUE,pindai masuk salah tidak pindai jadi kali,-1,21
vaksin waktu_saat_ketika_kali tak_tidak_kagak bisa_sanggup_dapat tentang_pantau_lihat_temu_kunjung surat_sertifikat,vaksin waktu_saat_ketika_kali tak_tidak_kagak bisa_sanggup_dapat tentang_pantau_lihat_temu_kunjung surat_sertifikat,vaksin kali tidak bisa lihat sertifikat,TRUE,vaksin kali tidak bisa lihat sertifikat,-1,22
gimana vaksin tak_tidak_kagak sertivikatnya udah email tak_tidak_kagak respon,vaksin tak_tidak_kagak udah email tak_tidak_kagak,gimana vaksin saya tidak sertivikatnya udah email tidak respon,TRUE,gimana vaksin saya tidak sertivikatnya udah email tidak respon,-1,23
ramah_ringan manfaat_guna_bagi_fungsi_untuk_buat,ramah_ringan manfaat_guna_bagi_fungsi_untuk_buat,ramah guna,TRUE,ramah guna,1,24
tak_tidak_kagak tau udah vaksin surat_sertifikat tak_tidak_kagak masuk_kena_turun_sampai tahu_peduli lindung angkat_bawa kartu_tiket_surat vaksin ribet,tak_tidak_kagak tau udah vaksin surat_sertifikat tak_tidak_kagak masuk_kena_turun_sampai tahu_peduli lindung angkat_bawa kartu_tiket_surat vaksin,tidak tau padahal udah vaksin sertifikat tidak masuk peduli lindung harus bawa kartu vaksin ribet,TRUE,tidak tau padahal udah vaksin sertifikat tidak masuk peduli lindung harus bawa kartu vaksin ribet,-1,25
menu atur jalan tak_tidak_kagak update ubah_ganti atur juli pake,menu atur jalan tak_tidak_kagak habis_sudah_telah ubah_ganti atur juli pake,menu atur jalan tidak update sudah ganti masih atur juli di pake,TRUE,menu atur jalan tidak update sudah ganti masih atur juli di pake,-1,26
udah bisa_sanggup_dapat jadwal_register_daftar tanda_jam standby kalau_coba_jika munkin ganggu_kacau servernya penuh_banyak_sempurna_kaya_lengkap waktu_saat_ketika_kali sungguh_betul_ya_iya_oke website apilikasinya tak_tidak_kagak tugas_fungsi_manfaat_guna keep up the good work lupa update review yang,bisa_sanggup_dapat jadwal_register_daftar tanda_jam kalau_coba_jika itu ganggu_kacau penuh_banyak_sempurna_kaya_lengkap waktu_saat_ketika_kali apilikasinya tak_tidak_kagak tugas_fungsi_manfaat_guna up good lupa review tentang_dari_sejak_semenjak_pada yang,udah bisa daftar jam standby coba munkin itu ganggu servernya penuh kali ya dari website apilikasinya sama tidak fungsi keep up the good work lupa update review dari yang,TRUE,udah bisa daftar jam standby coba munkin itu ganggu servernya penuh kali ya dari website apilikasinya sama tidak fungsi keep up the good work lupa update review dari yang,1,27
vaksinasi pemberitahuan surat_sertifikat sistem_orde hebat_istimewa_kuat_seru akal_pikir unduh operasi_aplikasi akal_pikir manfaat_guna_bagi_fungsi_untuk_buat ktp buat_bagi_untuk_akan vaksin bangsa_orang_manusia asing_lain_aneh_luar_jauh problem_masalah operasi_aplikasi tetapi_hanya_cuma_saja anggap_tanggap_rasa_kira kode_cara_bahasa indonesia milik ktp nama_status_kualitas_situasi_posisi_kelas masih_lagi_sedang_tinggal_tengah merah bisa_sanggup_dapat_terima surat_sertifikat baik_bagus_keren,vaksinasi surat_sertifikat sistem_orde hebat_istimewa_kuat_seru akal_pikir unduh operasi_aplikasi akal_pikir manfaat_guna_bagi_fungsi_untuk_buat bisa_sanggup_dapat_terima vaksin bangsa_orang_manusia asing_lain_aneh_luar_jauh problem_masalah operasi_aplikasi tetapi_hanya_cuma_saja anggap_tanggap_rasa_kira kode_cara_bahasa indonesia milik nama_status_kualitas_situasi_posisi_kelas masih_lagi_sedang_tinggal_tengah merah bisa_sanggup_dapat_terima surat_sertifikat saya_kami baik_bagus_keren,vaksinasi pemberitahuan sertifikat siap sistem hebat pikir unduh aplikasi tanya pikir guna ktp saya untuk dapat vaksin saya orang asing dan masalah aplikasi ini hanya anggap bahasa indonesia milik ktp status saya masih merah saya dapat sertifikat saya bagus,TRUE,vaksinasi pemberitahuan sertifikat siap sistem hebat pikir unduh aplikasi tanya pikir guna ktp saya untuk dapat vaksin saya orang asing dan masalah aplikasi ini hanya anggap bahasa indonesia milik ktp status saya masih merah saya dapat sertifikat saya bagus,-1,28
tak_tidak_kagak mesra_suka orang_rakyat manfaat_guna_bagi_fungsi_untuk_buat anggota_anak_keluarga_warga_orang indonesia asing_luar suruh_perintah ulas email email berat_repot_sulit_payah_susah,tak_tidak_kagak mesra_suka orang_rakyat manfaat_guna_bagi_fungsi_untuk_buat anggota_anak_keluarga_warga_orang indonesia asing_luar suruh_perintah ulas email email berat_repot_sulit_payah_susah,tidak mesra rakyat guna warga indonesia ada luar suruh ulas email email susah,TRUE,tidak mesra rakyat guna warga indonesia ada luar suruh ulas email email susah,-1,30
tak_tidak_kagak bisa_sanggup_dapat manfaat_guna_bagi_fungsi_untuk_buat cara_mode_jalan_proses_operasi_sistem install operasi_aplikasi jeda_henti tuju pintar_bijak privacy tipe_versi_cara_jenis android bisa_sanggup_dapat,tak_tidak_kagak bisa_sanggup_dapat manfaat_guna_bagi_fungsi_untuk_buat cara_mode_jalan_proses_operasi_sistem operasi_aplikasi jeda_henti tuju pintar_bijak tipe_versi_cara_jenis belum bisa_sanggup_dapat,tidak bisa guna proses install aplikasi henti tuju bijak privacy versi android belum bisa,TRUE,tidak bisa guna proses install aplikasi henti tuju bijak privacy versi android belum bisa,-1,31
tak_tidak_kagak bisa_sanggup_dapat login hari operasi_aplikasi manfaat_guna_bagi_fungsi_untuk_buat tak_tidak_kagak temu tak_tidak_kagak milik akun tahu_peduli lindung vaksinasi habis_selesai_tinggal_lalu laku habis_sudah_telah kalau_coba_jika sinyal_tanda_alamat email sama_cocok_sesuai_pas,tak_tidak_kagak bisa_sanggup_dapat pergi_timbul_muncul_keluar habis_selesai_tinggal_lalu operasi_aplikasi manfaat_guna_bagi_fungsi_untuk_buat tak_tidak_kagak temu tak_tidak_kagak milik akun tahu_peduli lindung vaksinasi habis_selesai_tinggal_lalu laku habis_sudah_telah kalau_coba_jika sinyal_tanda_alamat email sama_cocok_sesuai_pas,tidak bisa login keluar hari lalu aplikasi guna tidak temu tidak sudah milik akun peduli lindung vaksinasi bulan lalu saya laku saya sudah coba alamat email yang sama,TRUE,tidak bisa login keluar hari lalu aplikasi guna tidak temu tidak sudah milik akun peduli lindung vaksinasi bulan lalu saya laku saya sudah coba alamat email yang sama,-1,32
baik_bagus_keren,baik_bagus_keren,bagus,TRUE,bagus,1,33
bangsa_orang_manusia asing_lain_aneh_luar_jauh darah sistem_orde darah habis_putus_hilang_selesai_pecah_pisah bangsa_orang_manusia indonesia,bangsa_orang_manusia asing_lain_aneh_luar_jauh darah sistem_orde darah habis_putus_hilang_selesai_pecah_pisah bangsa_orang_manusia indonesia,orang asing darah sistem darah putus orang indonesia,TRUE,orang asing darah sistem darah putus orang indonesia,-1,34
operasi_aplikasi tentu_wajib_mesti_tetap_harus_perlu online tak_tidak_kagak device bisa_sanggup_dapat internet tak_tidak_kagak simpan_singkat_beres aja internet sibuk_dinamis_giat_rajin_aktif kirim database tahu_peduli lindung,operasi_aplikasi tentu_wajib_mesti_tetap_harus_perlu tak_tidak_kagak bisa_sanggup_dapat tak_tidak_kagak simpan_singkat_beres aja internet sibuk_dinamis_giat_rajin_aktif kirim tahu_peduli lindung,aplikasi wajib online tidak device bisa internet tidak simpan aja sampai internet aktif kirim database peduli lindung,TRUE,aplikasi wajib online tidak device bisa internet tidak simpan aja sampai internet aktif kirim database peduli lindung,-1,35
operasi_aplikasi rotat atur_perangkat_set_pasang tanggal_bulan_hari lahir_keluar_timbul_jadi_muncul urut pencet ratus gin operasi_aplikasi indonesia,operasi_aplikasi atur_perangkat_set_pasang tanggal_bulan_hari lahir_keluar_timbul_jadi_muncul urut pencet ratus gin operasi_aplikasi indonesia,aplikasi rotat set tanggal lahir urut tahun pencet ratus gin aplikasi indonesia,TRUE,aplikasi rotat set tanggal lahir urut tahun pencet ratus gin aplikasi indonesia,-1,36
betul_cocok_sesuai_pas_masuk_kompatibel_sinkron kode_cara_bahasa inggris selesai_sedia jadwal_register_daftar nik bangsa_orang_manusia asing_lain_aneh_luar_jauh tak_tidak_kagak tempat_lebar_dunia_latar_bidang_aspek_papar kode_cara_bahasa inggris ulas tentang_akan ehac tak_tidak_kagak integrasi tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak berangkat_pergi_hilang tentang_pantau_lihat_temu_kunjung hasil pcr unggah saja_lagi_lumayan_pun_juga milik pada_di_dalam dana_mal kemarin manfaat_guna_bagi_fungsi_untuk_buat tipe_versi_cara_jenis aktual_mutakhir_baru_segar tak_tidak_kagak izin lalu_dan_dengan_lagi tak_tidak_kagak vaksinasi meleset_cacat_salah_lupa meleset_cacat_salah_lupa habis_sudah_telah check in operasi_fungsi_kerja_aktivitas tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,betul_cocok_sesuai_pas_masuk_kompatibel_sinkron kode_cara_bahasa inggris selesai_sedia jadwal_register_daftar nik bangsa_orang_manusia asing_lain_aneh_luar_jauh tak_tidak_kagak tempat_lebar_dunia_latar_bidang_aspek_papar kode_cara_bahasa inggris ulas tentang_akan tak_tidak_kagak integrasi tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak berangkat_pergi_hilang tentang_pantau_lihat_temu_kunjung hasil unggah saja_lagi_lumayan_pun_juga milik pada_di_dalam dana_mal kemarin manfaat_guna_bagi_fungsi_untuk_buat tipe_versi_cara_jenis aktual_mutakhir_baru_segar tak_tidak_kagak izin lalu_dan_dengan_lagi tak_tidak_kagak vaksinasi meleset_cacat_salah_lupa meleset_cacat_salah_lupa habis_sudah_telah in operasi_fungsi_kerja_aktivitas tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,cocok bahwa bahasa inggris sedia daftar nik bagai orang asing tidak bidang bahasa inggris ada ulas bawah tentang ehac tidak integrasi tolong baik segera pergi mereka lihat hasil pcr unggah sana juga milik ini di mal kemarin guna versi baru tetapi tidak izin saya dan saya tidak vaksinasi salah salah saya sudah check in kerja tolong baik,TRUE,cocok bahwa bahasa inggris sedia daftar nik bagai orang asing tidak bidang bahasa inggris ada ulas bawah tentang ehac tidak integrasi tolong baik segera pergi mereka lihat hasil pcr unggah sana juga milik ini di mal kemarin guna versi baru tetapi tidak izin saya dan saya tidak vaksinasi salah salah saya sudah check in kerja tolong baik,-1,37
operasi_aplikasi ok,operasi_aplikasi,aplikasi ok,TRUE,aplikasi ok,1,38
vaksin asing_luar daerah_bumi_negeri_kota tes_validasi_verifikasi_konfirmasi operasi_aplikasi surat_sertifikat vaksin tak_tidak_kagak lahir_terbit_keluar_hidup_timbul_muncul tak_tidak_kagak milik surat_sertifikat vaksin,vaksin asing_luar daerah_bumi_negeri_kota tes_validasi_verifikasi_konfirmasi operasi_aplikasi surat_sertifikat vaksin tak_tidak_kagak lahir_terbit_keluar_hidup_timbul_muncul tak_tidak_kagak milik surat_sertifikat vaksin,vaksin luar negeri verifikasi pada aplikasi sertifikat vaksin tidak muncul anda tidak milik sertifikat vaksin,TRUE,vaksin luar negeri verifikasi pada aplikasi sertifikat vaksin tidak muncul anda tidak milik sertifikat vaksin,-1,39
applikasi tak_tidak_kagak kategori_status_jenis_tingkat_posisi_kelas tugas_order_perintah kog masuk_kena_turun_sampai aja berat_repot_sulit_payah_serius_susah request permision udah izin bolak situ aja,tak_tidak_kagak kategori_status_jenis_tingkat_posisi_kelas tugas_order_perintah masuk_kena_turun_sampai aja berat_repot_sulit_payah_serius_susah permision izin bolak situ aja,applikasi tidak nih kelas perintah kog masuk aja sulit request permision udah izin bolak situ aja,TRUE,applikasi tidak nih kelas perintah kog masuk aja sulit request permision udah izin bolak situ aja,-1,40
operasi_aplikasi term_syarat_kondisi nasional_lokal aktual_mutakhir_baru_segar buka_aktif operasi_aplikasi registrasi aja tak_tidak_kagak bisa_sanggup_dapat scroll down setealh ceklist tuju kolom check box terms and condition ukur font setting hp ufah pada_di_dalam gimanain kalau_coba_jika,operasi_aplikasi term_syarat_kondisi nasional_lokal aktual_mutakhir_baru_segar buka_aktif operasi_aplikasi registrasi aja tak_tidak_kagak bisa_sanggup_dapat down ceklist tuju kolom box and ukur setting ufah pada_di_dalam kalau_coba_jika,aplikasi yg syarat seluruh nasional baru buka aplikasi registrasi aja tidak bisa scroll down setealh ceklist tuju kolom check box terms and condition ukur font setting hp ufah kecil di gimanain coba,TRUE,aplikasi yg syarat seluruh nasional baru buka aplikasi registrasi aja tidak bisa scroll down setealh ceklist tuju kolom check box terms and condition ukur font setting hp ufah kecil di gimanain coba,-1,41
betul_cocok_sedang_pas_kompatibel tentang_pantau_lihat_temu_kunjung surat_sertifikat vaksin interface jadwal_register_daftar vaksin cek data_statistik_informasi_fakta_bukti menu nyata_jelas vaksin tak_tidak_kagak menu cari surat_sertifikat vaksin tadi operasi_aplikasi beres_habis_putus_sempurna_baik_selesai_bagus_simpan nya ribet amatt,betul_cocok_sedang_pas_kompatibel tentang_pantau_lihat_temu_kunjung surat_sertifikat vaksin interface jadwal_register_daftar vaksin cek data_statistik_informasi_fakta_bukti menu nyata_jelas vaksin tak_tidak_kagak menu cari surat_sertifikat vaksin tadi operasi_aplikasi beres_habis_putus_sempurna_baik_selesai_bagus_simpan nya amatt,pas lihat sertifikat vaksin ke interface daftar vaksin cek data di menu nyata sudah vaksin telah tidak menu cari sertifikat vaksin saya tadi aplikasi ini beres buat nya ribet amatt,TRUE,pas lihat sertifikat vaksin ke interface daftar vaksin cek data di menu nyata sudah vaksin telah tidak menu cari sertifikat vaksin saya tadi aplikasi ini beres buat nya ribet amatt,-1,42
vaksin surat_sertifikat pada_di_dalam operasi_aplikasi nama_status_kualitas_situasi_posisi_kelas vaksinasi merah pindai_ubah_ganti_pindah kuning solusi,vaksin surat_sertifikat pada_di_dalam operasi_aplikasi nama_status_kualitas_situasi_posisi_kelas vaksinasi merah pindai_ubah_ganti_pindah kuning solusi,sudah vaksin sertifikat sudah di aplikasi status vaksinasi merah ubah kuning solusi,TRUE,sudah vaksin sertifikat sudah di aplikasi status vaksinasi merah ubah kuning solusi,-1,43
hasil pcr negatif antigen negatif nama_status_kualitas_situasi_posisi_kelas pedulilindung warga_warna_kelas covid berat_repot_sulit_payah_serius_susah aktifitas,hasil negatif antigen negatif nama_status_kualitas_situasi_posisi_kelas warga_warna_kelas berat_repot_sulit_payah_serius_susah,hasil pcr negatif antigen negatif status pedulilindung warna covid sulit aktifitas,TRUE,hasil pcr negatif antigen negatif status pedulilindung warna covid sulit aktifitas,-1,44
daya_kunci nikmat waktu_era_periode_masa,daya_kunci nikmat waktu_era_periode_masa,kunci nikmat era,TRUE,kunci nikmat era,1,45
tak_tidak_kagak bisa_sanggup_dapat tampil_maju surat_sertifikat vaksin betul_cocok_sedang_pas_kompatibel butuh,tak_tidak_kagak bisa_sanggup_dapat tampil_maju surat_sertifikat vaksin betul_cocok_sedang_pas_kompatibel butuh,tidak bisa tampil sertifikat vaksin pas butuh,TRUE,tidak bisa tampil sertifikat vaksin pas butuh,-1,46
udah vaksin surat_sertifikat vaksin tak_tidak_kagak,vaksin surat_sertifikat vaksin tak_tidak_kagak,udah vaksin kok sertifikat vaksin tidak,TRUE,udah vaksin kok sertifikat vaksin tidak,-1,47
surat_sertifikat vaksin tak_tidak_kagak d apliksi d website sdh operasi_aplikasi website tak_tidak_kagak sesuai_cocok_sinkron,surat_sertifikat vaksin tak_tidak_kagak apliksi operasi_aplikasi website tak_tidak_kagak sesuai_cocok_sinkron,sertifikat vaksin tidak d apliksi d website sdh aplikasi website tidak sinkron,TRUE,sertifikat vaksin tidak d apliksi d website sdh aplikasi website tidak sinkron,-1,48
update oktober tak_tidak_kagak bisa_sanggup_dapat buka_aktif force close tipe_versi_rupa_jenis hp asus zenfone laser android,oktober tak_tidak_kagak bisa_sanggup_dapat buka_aktif close tipe_versi_rupa_jenis asus laser,update oktober tidak bisa buka force close tipe hp asus zenfone laser android,TRUE,update oktober tidak bisa buka force close tipe hp asus zenfone laser android,-1,49
bang_mas harap_minta_mohon maap operasi_aplikasi sungguh_betul_sekali_banget_begitu_sangat location yah tugas_fungsi_manfaat_guna alas_jalan_dasar_bawah_basis_latar aja error sih_si aja gua mancing pake google maps biar posisi_lokasi_tempat bener lu permission location all the time nyadap hanya_saja_doang_juga,bang_mas harap_minta_mohon operasi_aplikasi sungguh_betul_sekali_banget_begitu_sangat yah tugas_fungsi_manfaat_guna alas_jalan_dasar_bawah_basis_latar aja sih_si aja gua pake maps biar posisi_lokasi_tempat apa permission all time hanya_saja_doang_juga,bang mohon maap aplikasi kan banget location yah kenapa fungsi dasar aja error sih aja gua mancing pake google maps biar lokasi bener apa lu permission location all the time nyadap doang,TRUE,bang mohon maap aplikasi kan banget location yah kenapa fungsi dasar aja error sih aja gua mancing pake google maps biar lokasi bener apa lu permission location all the time nyadap doang,-1,50
email pedulilindungi penuh_banyak_sempurna_kaya_lengkap email tak_tidak_kagak kirim,email penuh_banyak_sempurna_kaya_lengkap email tak_tidak_kagak kirim,email pedulilindungi penuh email tidak kirim,TRUE,email pedulilindungi penuh email tidak kirim,-1,51
scan code betul_cocok_sedang_pas_kompatibel gps nya tak_tidak_kagak bisa_sanggup_dapat,scan betul_cocok_sedang_pas_kompatibel nya tak_tidak_kagak bisa_sanggup_dapat,saat scan code pas gps nya tidak bisa,TRUE,saat scan code pas gps nya tidak bisa,-1,52
bisa_sanggup_dapat cek out terimakasih bagi_cinta_sayang_beri_kasih_prihatin,bisa_sanggup_dapat cek terimakasih bagi_cinta_sayang_beri_kasih_prihatin,bisa cek out terimakasih kasih,TRUE,bisa cek out terimakasih kasih,1,53
tombol tuju tak_tidak_kagak lahir_terbit_keluar_hidup_timbul_muncul halus_kecil font tulis_catat komentar_saran komentar bangsa_orang_manusia bolak uninstall reinstall tampil_maju,tombol tuju tak_tidak_kagak lahir_terbit_keluar_hidup_timbul_muncul halus_kecil tulis_catat komentar_saran komentar bangsa_orang_manusia bolak reinstall tampil_maju,tombol tuju lanjut tidak muncul saya kecil font tulis saran komentar orang sudah bolak uninstall reinstall tampil,TRUE,tombol tuju lanjut tidak muncul saya kecil font tulis saran komentar orang sudah bolak uninstall reinstall tampil,-1,54
wenang tolooooong responsif_tanggap_peka_paham email operasi_aplikasi tahu_peduli lindung error nama_status_kualitas_situasi_posisi_kelas merah vaksin error berat_repot_sulit_payah_serius_susah beraktifitas akifitas hrs manfaat_guna_bagi_fungsi_untuk_buat operasi_aplikasi tahu_peduli lindung msh error sdh email sdh hub cm terimakasih keluh solusi terimakasih bagi_cinta_sayang_beri_kasih_prihatin,wenang responsif_tanggap_peka_paham email operasi_aplikasi tahu_peduli lindung nama_status_kualitas_situasi_posisi_kelas merah vaksin untuk_buat_bikin_bagi berat_repot_sulit_payah_serius_susah semua hrs manfaat_guna_bagi_fungsi_untuk_buat operasi_aplikasi tahu_peduli lindung msh error saya_kami email hub cm keluh solusi bagi_cinta_sayang_beri_kasih_prihatin,yg wenang tolooooong tanggap email tentang aplikasi peduli lindung yg error status merah vaksin error buat sulit beraktifitas semua akifitas hrs guna aplikasi peduli lindung yg msh error saya sdh email sdh hub yg cm terimakasih keluh solusi terimakasih kasih,TRUE,yg wenang tolooooong tanggap email tentang aplikasi peduli lindung yg error status merah vaksin error buat sulit beraktifitas semua akifitas hrs guna aplikasi peduli lindung yg msh error saya sdh email sdh hub yg cm terimakasih keluh solusi terimakasih kasih,-1,55
tak_tidak_kagak bisa_sanggup_dapat daya_isi formulir vaksin surat_sertifikat vaksin always bounch back,tak_tidak_kagak bisa_sanggup_dapat daya_isi formulir vaksin surat_sertifikat vaksin bounch,tidak bisa ke isi formulir vaksin sertifikat sudah vaksin always bounch back,TRUE,tidak bisa ke isi formulir vaksin sertifikat sudah vaksin always bounch back,-1,56
vaksin,vaksin,vaksin,TRUE,vaksin,0,57
tak_tidak_kagak pakai posisi_lokasi_tempat tampil_maju fresh kadang_terkadang mau_puas_suka ilang tombol check out tak_tidak_kagak alternatif_opsi ubah_ganti tema_judul dark cara_mode_jalan_proses_sistem hemat moga_agar pilih,tak_tidak_kagak pakai posisi_lokasi_tempat tampil_maju kadang_terkadang mau_puas_suka tombol out tak_tidak_kagak alternatif_opsi ubah_ganti tema_judul cara_mode_jalan_proses_sistem hemat moga_agar pilih,tidak pakai lokasi terus tampil fresh kadang suka ilang tombol check out tidak opsi ganti tema dark mode hemat moga pilih,TRUE,tidak pakai lokasi terus tampil fresh kadang suka ilang tombol check out tidak opsi ganti tema dark mode hemat moga pilih,0,58
drive baik_bagus_keren,baik_bagus_keren,drive bagus,TRUE,drive bagus,1,59
baik_bagus_keren,baik_bagus_keren,bagus,TRUE,bagus,1,60
operasi_aplikasi,operasi_aplikasi,aplikasi,TRUE,aplikasi,1,61
pantau situasi_lokasi_status_tempat_kondisi_posisi_kelas,pantau situasi_lokasi_status_tempat_kondisi_posisi_kelas,pantau posisi,TRUE,pantau posisi,0,62
apk cool sungguh_betul_sekali_banget_begitu_sangat maju_sukses y,yang sungguh_betul_sekali_banget_begitu_sangat maju_sukses,apk yg cool banget sukses y,TRUE,apk yg cool banget sukses y,1,63
paksa,paksa,paksa,TRUE,paksa,-1,64
berat_repot_sulit_payah_susah sungguh_betul_sekali_banget_begitu_sangat scan qrcode nya,berat_repot_sulit_payah_susah sungguh_betul_sekali_banget_begitu_sangat qrcode,susah banget scan qrcode nya,TRUE,susah banget scan qrcode nya,-1,65
operasi_aplikasi sampah diupdate posisi_lokasi_tempat akurat internet halus_bijak_lancar tpi tak_tidak_kagak bisa_sanggup_dapat scan qr,operasi_aplikasi sampah posisi_lokasi_tempat akurat halus_bijak_lancar tak_tidak_kagak bisa_sanggup_dapat qr,aplikasi sampah diupdate lokasi akurat internet lancar tpi tidak bisa scan qr,TRUE,aplikasi sampah diupdate lokasi akurat internet lancar tpi tidak bisa scan qr,-1,66
